waveHeight	wavePeriod	value
2	8.5	0
2.5	8.5	0
3	8.5	0
3.5	8.5	0
4	8.5	0
4.5	8.5	0
5	8.5	0
5.5	8.5	1.23816686585951E-03
6	8.5	2.05826215404567E-03
6.5	8.5	3.42154455234584E-03
7	8.5	5.68779205344497E-03
7.5	8.5	9.45508028561301E-03
8	8.5	1.57176180787483E-02
8.5	8.5	0.026128124839437
9	8.5	0.043433992619292
9.5	8.5	7.22023385315914E-02
10	8.5	0.120025292980204
10.5	8.5	0.199523606131961
11	8.5	0.331677335796779
11.5	8.5	0.551362604224841
12	8.5	0.916555605487201
12.5	8.5	1.25972710001176
13	8.5	1.67808479972663
13.5	8.5	2.17517804356155
14	8.5	2.7528201901726
14.5	8.5	3.41117541125913
15	8.5	4.148916553085
15.5	8.5	4.963427052179
16	8.5	5.85102397205105
16.5	8.5	6.80718422391341
0.5	9	0
1	9	0
1.5	9	0
2	9	0
2.5	9	0
3	9	0
3.5	9	0
4	9	0
4.5	9	0
5	9	0
5.5	9	0
6	9	2.90789010132433E-03
6.5	9	4.6263491262402E-03
7	9	7.36035595984727E-03
7.5	9	1.17100630275361E-02
8	9	0.018630291368641
8.5	9	2.96401270995967E-02
9	9	4.71563818888538E-02
9.5	9	7.50241166434698E-02
10	9	0.119360685715868
10.5	9	0.189898581042506
11	9	0.302121849130454
11.5	9	0.480665054056269
12	9	0.764720906004897
12.5	9	1.06402451138437
13	9	1.4331640794253
13.5	9	1.87640265423482
14	9	2.39638700660645
14.5	9	2.99417800214845
15	9	3.66935934537983
15.5	9	4.42019975741034
16	9	5.24384614138058
16.5	9	6.13652923003845
0.5	9.5	0
1	9.5	0
1.5	9.5	0
2	9.5	0
2.5	9.5	0
3	9.5	0
3.5	9.5	0
4	9.5	0
4.5	9.5	0
5	9.5	0
5.5	9.5	0
6	9.5	2.28439046254469E-03
6.5	9.5	3.61453449691666E-03
7	9.5	5.71918848533759E-03
7.5	9.5	9.04933040719911E-03
8	9.5	1.43185315589096E-02
8.5	9.5	2.26558581439779E-02
9	9.5	3.58478036751375E-02
9.5	9.5	5.67210926271086E-02
10	9.5	8.97483811830958E-02
10.5	9.5	0.142006642536655
11	9.5	0.224693596237605
11.5	9.5	0.355527116818892
12	9.5	0.562541758688536
12.5	9.5	0.890095903513301
13	9.5	1.21300505833681
13.5	9.5	1.60505707174492
14	9.5	2.06964030661944
14.5	9.5	2.60864740274758
15	9.5	3.22253420084177
15.5	9.5	3.91043969177697
16	9.5	4.67034578307792
16.5	9.5	5.49925840977622
0.5	10	0
1	10	0
1.5	10	0
2	10	0
2.5	10	0
3	10	0
3.5	10	0
4	10	0
4.5	10	0
5	10	0
5.5	10	0
6	10	1.77810484791788E-03
6.5	10	2.82699242066036E-03
7	10	4.4946090529079E-03
7.5	10	7.14593728332769E-03
8	10	1.13612594679876E-02
8.5	10	1.80631611475367E-02
9	10	2.87184525237914E-02
9.5	10	4.56592015442287E-02
10	10	7.25931414281258E-02
10.5	10	0.115415162862609
11	10	0.183497497925357
11.5	10	0.291740971547637
12	10	0.463836267207204
12.5	10	0.737448983032478
13	10	1.01745215419022
13.5	10	1.36140748262192
14	10	1.77333831549392
14.5	10	2.25588705307062
15	10	2.81032515660294
15.5	10	3.43662964026805
16	10	4.13360680623086
16.5	10	4.8990454137611
0.5	10.5	0
1	10.5	0
1.5	10.5	0
2	10.5	0
2.5	10.5	0
3	10.5	0
3.5	10.5	0
4	10.5	0
4.5	10.5	0
5	10.5	0
5.5	10.5	0
6	10.5	1.36600709915661E-03
6.5	10.5	2.16205648328803E-03
7	10.5	3.42200874344934E-03
7.5	10.5	5.41620625120536E-03
8	10.5	8.57253512626228E-03
8.5	10.5	1.35682348645135E-02
9	10.5	2.14752106147237E-02
9.5	10.5	3.39900271149441E-02
10	10.5	5.37979330681174E-02
10.5	10.5	8.51490230535639E-02
11	10.5	0.134770161481784
11.5	10.5	0.213308336073339
12	10.5	0.337615134819931
12.5	10.5	0.534362516522988
13	10.5	0.845765694766842
13.5	10.5	1.14503562820518
14	10.5	1.50746461980858
14.5	10.5	1.93634850859316
15	10.5	2.43370173757086
15.5	10.5	3.00029054626317
16	10.5	3.63571911385409
16.5	10.5	4.3385521329271
0.5	11	0
1	11	0
1.5	11	0
2	11	0
2.5	11	0
3	11	0
3.5	11	0
4	11	0
4.5	11	0
5	11	0
5.5	11	0
6	11	1.03243182652795E-03
6.5	11	1.62878459570292E-03
7	11	2.56960236117568E-03
7.5	11	4.05385482646344E-03
8	11	6.39544047839448E-03
8.5	11	1.00895716949906E-02
9	11	1.59175051870566E-02
9.5	11	0.02511176678647
10	11	3.96168132962718E-02
10.5	11	6.25002577117466E-02
11	11	9.86016261535695E-02
11.5	11	0.155555849464938
12	11	0.245407943526927
12.5	11	0.38716036043177
13	11	0.610791739401096
13.5	11	0.963596966653728
14	11	1.27133927801131
14.5	11	1.64973391457536
15	11	2.09281037086222
15.5	11	2.60206019223834
16	11	3.1778435712574
16.5	11	3.81947958209645
0.5	11.5	0
1	11.5	0
1.5	11.5	0
2	11.5	0
2.5	11.5	0
3	11.5	0
3.5	11.5	0
4	11.5	0
4.5	11.5	0
5	11.5	0
5.5	11.5	0
6	11.5	0
6.5	11.5	2.26936110043064E-03
7	11.5	3.4681227090411E-03
7.5	11.5	5.30011513931571E-03
8	11.5	8.09983465024814E-03
8.5	11.5	1.23784709646574E-02
9	11.5	1.89172433807858E-02
9.5	11.5	2.89100405170913E-02
10	11.5	4.41814077176155E-02
10.5	11.5	6.75196835769281E-02
11	11.5	0.103186111666397
11.5	11.5	0.157692884160205
12	11.5	0.240992177272455
12.5	11.5	0.36829327978754
13	11.5	0.562839597002
13.5	11.5	0.860152572254702
14	11.5	1.12403029769262
14.5	11.5	1.43575877268363
15	11.5	1.7972809953235
15.5	11.5	2.24178937666874
16	11.5	2.7602965299773
16.5	11.5	3.34263981935302
0.5	12	0
1	12	0
1.5	12	0
2	12	0
2.5	12	0
3	12	0
3.5	12	0
4	12	0
4.5	12	0
5	12	0
5.5	12	0
6	12	0
6.5	12	1.70806355287618E-03
7	12	2.64197397207988E-03
7.5	12	4.08651449613452E-03
8	12	6.32088010843306E-03
8.5	12	9.77692000921009E-03
9	12	1.51226036923185E-02
9.5	12	2.33911234028193E-02
10	12	3.61805853792121E-02
10.5	12	5.59628854005655E-02
11	12	8.65614668621767E-02
11.5	12	0.133890300539364
12	12	0.207096913076393
12.5	12	0.32033038415028
13	12	0.495476023691456
13.5	12	0.766385276577208
14	12	1.00769557483381
14.5	12	1.2942711802109
15	12	1.62819456909554
15.5	12	2.01083808984106
16	12	2.44288767406744
16.5	12	2.92438788197252
0.5	12.5	0
1	12.5	0
1.5	12.5	0
2	12.5	0
2.5	12.5	0
3	12.5	0
3.5	12.5	0
4	12.5	0
4.5	12.5	0
5	12.5	0
5.5	12.5	0
6	12.5	0
6.5	12.5	1.19243222424927E-03
7	12.5	1.85491726060617E-03
7.5	12.5	2.88546214512183E-03
8	12.5	4.48855157464559E-03
8.5	12.5	6.98227674631396E-03
9	12.5	1.08614522416323E-02
9.5	12.5	0.016895799047143
10	12.5	2.62826755659091E-02
10.5	12.5	4.08846620970933E-02
11	12.5	6.35991412138288E-02
11.5	12.5	9.89332076056001E-02
12	12.5	0.153897983216864
12.5	12.5	0.239399791146339
13	12.5	0.372404230405993
13.5	12.5	0.579302555612949
14	12.5	0.901148331676666
14.5	12.5	1.16446510291324
15	12.5	1.47286655060075
15.5	12.5	1.82788929185573
16	12.5	2.23040713684145
16.5	12.5	2.68066909755695
0.5	13	0
1	13	0
1.5	13	0
2	13	0
2.5	13	0
3	13	0
3.5	13	0
4	13	0
4.5	13	0
5	13	0
5.5	13	0
6	13	0
6.5	13	0
7	13	2.35058161612134E-03
7.5	13	3.56566225177263E-03
8	13	5.40885166739939E-03
8.5	13	8.20483665983367E-03
9	13	1.24461436094287E-02
9.5	13	1.88798994018807E-02
10	13	2.86394414696535E-02
10.5	13	4.34439607030958E-02
11	13	6.59013453028409E-02
11.5	13	9.99675729937485E-02
12	13	0.151643575777347
12.5	13	0.230032333344513
13	13	0.348942407303915
13.5	13	0.52932038659406
14	13	0.802940731190807
14.5	13	1.04451794118129
15	13	1.32906359354392
15.5	13	1.65827636000824
16	13	2.03321168845496
16.5	13	2.45431265557569
0.5	13.5	0
1	13.5	0
1.5	13.5	0
2	13.5	0
2.5	13.5	0
3	13.5	0
3.5	13.5	0
4	13.5	0
4.5	13.5	0
5	13.5	0
5.5	13.5	0
6	13.5	0
6.5	13.5	0
7	13.5	1.59139537417226E-03
7.5	13.5	2.43401622479892E-03
8	13.5	3.7227926376661E-03
8.5	13.5	5.69395753481711E-03
9	13.5	8.70882575630806E-03
9.5	13.5	1.33200231280212E-02
10	13.5	2.03727828636952E-02
10.5	13.5	3.11598769478212E-02
11	13.5	4.76585814466021E-02
11.5	13.5	7.28931115262709E-02
12	13.5	0.111488960575435
12.5	13.5	0.17052075388099
13	13.5	0.260809028571643
13.5	13.5	0.398903639799513
14	13.5	0.610117351829287
14.5	13.5	0.933165671765417
15	13.5	1.19518567499767
15.5	13.5	1.50002633168698
16	13.5	1.84892671089968
16.5	13.5	2.24252306892981
0.5	14	0
1	14	0
1.5	14	0
2	14	0
2.5	14	0
3	14	0
3.5	14	0
4	14	0
4.5	14	0
5	14	0
5.5	14	0
6	14	0
6.5	14	0
7	14	1.06166744078575E-03
7.5	14	1.65518833661324E-03
8	14	2.58051469265447E-03
8.5	14	4.02314101163315E-03
9	14	6.27226174900601E-03
9.5	14	9.77874435280452E-03
10	14	1.52455118973088E-02
10.5	14	0.023768453763118
11	14	3.70561118639251E-02
11.5	14	5.77721815712928E-02
12	14	9.00694863984281E-02
12.5	14	0.140422469074766
13	14	0.218925083394254
13.5	14	0.341314267260623
14	14	0.532124630167955
14.5	14	0.829606755978847
15	14	1.07017932580249
15.5	14	1.35179147735262
16	14	1.67587260255159
16.5	14	2.04325783947696
0.5	14.5	0
1	14.5	0
1.5	14.5	0
2	14.5	0
2.5	14.5	0
3	14.5	0
3.5	14.5	0
4	14.5	0
4.5	14.5	0
5	14.5	0
5.5	14.5	0
6	14.5	0
6.5	14.5	0
7	14.5	0
7.5	14.5	2.00400187388532E-03
8	14.5	3.02267001163803E-03
8.5	14.5	4.55914443909283E-03
9	14.5	6.87663487462429E-03
9.5	14.5	1.03721450001501E-02
10	14.5	1.56444822017713E-02
10.5	14.5	2.35968378149357E-02
11	14.5	3.55915106478459E-02
11.5	14.5	5.36832790957241E-02
12	14.5	8.09714002584442E-02
12.5	14.5	0.122130536179102
13	14.5	0.184211558893468
13.5	14.5	0.277849418266684
14	14.5	0.419084989535214
14.5	14.5	0.632112996850533
15	14.5	0.953426752961257
15.5	14.5	1.21274436713633
16	14.5	1.51297108758803
16.5	14.5	1.85514993979196
0.5	15	0
1	15	0
1.5	15	0
2	15	0
2.5	15	0
3	15	0
3.5	15	0
4	15	0
4.5	15	0
5	15	0
5.5	15	0
6	15	0
6.5	15	0
7	15	0
7.5	15	1.34920311104721E-03
8	15	2.07260463750997E-03
8.5	15	3.18387198210183E-03
9	15	4.89096695768842E-03
9.5	15	7.51335415358254E-03
10	15	1.15417853208798E-02
10.5	15	0.017730138320414
11	15	0.02723649731141
11.5	15	4.18398758311053E-02
12	15	6.42731401746345E-02
12.5	15	9.87344361293981E-02
13	15	0.151672827114139
13.5	15	0.232995167508188
14	15	0.357920064622491
14.5	15	0.549825878491091
15	15	0.844625732221391
15.5	15	1.08245547351389
16	15	1.35962549922726
16.5	15	1.67739574048593
0.5	15.5	0
1	15.5	0
1.5	15.5	0
2	15.5	0
2.5	15.5	0
3	15.5	0
3.5	15.5	0
4	15.5	0
4.5	15.5	0
5	15.5	0
5.5	15.5	0
6	15.5	0
6.5	15.5	0
7	15.5	0
7.5	15.5	0
8	15.5	2.40884769543139E-03
8.5	15.5	3.59084465531884E-03
9	15.5	5.35283545036362E-03
9.5	15.5	7.97941713135051E-03
10	15.5	1.18948356149757E-02
10.5	15.5	1.77315099559595E-02
11	15.5	2.64321807795687E-02
11.5	15.5	3.94021819066223E-02
12	15.5	5.87364301095661E-02
12.5	15.5	8.75577964233528E-02
13	15.5	0.130521512802405
13.5	15.5	0.194567085972079
14	15.5	0.290039167726909
14.5	15.5	0.43235842483548
15	15.5	0.64451228774118
15.5	15.5	0.960767884209579
16	15.5	1.2155906112379
16.5	15.5	1.50962447572424
0.5	16	0
1	16	0
1.5	16	0
2	16	0
2.5	16	0
3	16	0
3.5	16	0
4	16	0
4.5	16	0
5	16	0
5.5	16	0
6	16	0
6.5	16	0
7	16	0
7.5	16	0
8	16	1.63661581990706E-03
8.5	16	2.4825564474839E-03
9	16	3.76575030008806E-03
9.5	16	5.71220659936485E-03
10	16	8.66475513075423E-03
10.5	16	1.31434289306483E-02
11	16	1.99370578219634E-02
11.5	16	3.02422051881335E-02
12	16	4.58739189507499E-02
12.5	16	0.069585416367908
13	16	0.105553008808635
13.5	16	0.160111676412905
14	16	0.242870849567424
14.5	16	0.368406920039267
15	16	0.558830584133729
15.5	16	0.847681204603756
16	16	1.0808457428016
16.5	16	1.3517642100039
0.5	16.5	0
1	16.5	0
1.5	16.5	0
2	16.5	0
2.5	16.5	0
3	16.5	0
3.5	16.5	0
4	16.5	0
4.5	16.5	0
5	16.5	0
5.5	16.5	0
6	16.5	0
6.5	16.5	0
7	16.5	0
7.5	16.5	0
8	16.5	1.0983864753558E-03
8.5	16.5	1.67568256044866E-03
9	16.5	2.55639713925119E-03
9.5	16.5	3.90000259465724E-03
10	16.5	5.94978769331141E-03
10.5	16.5	9.0769102676946E-03
11	16.5	1.38476033523685E-02
11.5	16.5	2.11257038958511E-02
12	16.5	0.032229069084279
12.5	16.5	4.91682028281778E-02
13	16.5	7.50103008880284E-02
13.5	16.5	0.114434632865777
14	16.5	0.174579824958615
14.5	16.5	0.266336462304462
15	16.5	0.406319064471919
15.5	16.5	0.619874502818195
16	16.5	0.945671598608093
16.5	16.5	1.20391670851873
