waveHeight	wavePeriod	value
4	8.5	0
4.5	8.5	0
5	8.5	0
5.5	8.5	0
6	8.5	0
6.5	8.5	0
7	8.5	2.4164364063042E-03
7.5	8.5	4.95961069270392E-03
8	8.5	1.01793443266334E-02
8.5	8.5	2.08925775308529E-02
9	8.5	4.28809343584767E-02
9.5	8.5	0.088010899025771
10	8.5	0.18063781639108
10.5	8.5	0.370749771582073
11	8.5	0.760944722840145
11.5	8.5	1.02730534824364
12	8.5	1.35013377840097
12.5	8.5	1.73275562294866
13	8.5	2.17742464072381
13.5	8.5	2.6853269755709
14	8.5	3.25663203923765
14.5	8.5	3.89057762387503
15	8.5	4.58557754733612
15.5	8.5	5.3393416542742
16	8.5	6.14899987758622
16.5	8.5	7.01122400080746
17	8.5	7.92234255973892
0.5	9	0
1	9	0
1.5	9	0
2	9	0
2.5	9	0
3	9	0
3.5	9	0
4	9	0
4.5	9	0
5	9	0
5.5	9	0
6	9	0
6.5	9	0
7	9	1.60140191049651E-03
7.5	9	3.2200416265591E-03
8	9	6.47474441538455E-03
8.5	9	0.013019184254879
9	9	2.61785095732498E-02
9.5	9	5.26388097794918E-02
10	9	0.105844234074841
10.5	9	0.212827796331643
11	9	0.427946512980151
11.5	9	0.860499526511528
12	9	1.14293307224955
12.5	9	1.48106785986714
13	9	1.87767369973627
13.5	9	2.3345223341536
14	9	2.85240755776728
14.5	9	3.43120316772115
15	9	4.06994796416812
15.5	9	4.76694791624566
16	9	5.51988704751925
16.5	9	6.32594024982113
17	9	7.18188288034088
0.5	9.5	0
1	9.5	0
1.5	9.5	0
2	9.5	0
2.5	9.5	0
3	9.5	0
3.5	9.5	0
4	9.5	0
4.5	9.5	0
5	9.5	0
5.5	9.5	0
6	9.5	0
6.5	9.5	0
7	9.5	1.23353559423843E-03
7.5	9.5	2.39988004171724E-03
8	9.5	4.66903771689583E-03
8.5	9.5	9.08375119707936E-03
9	9.5	1.76727070573548E-02
9.5	9.5	3.43827751287924E-02
10	9.5	6.68927075925882E-02
10.5	9.5	0.130141744298017
11	9.5	0.253194618942394
11.5	9.5	0.492597631967971
12	9.5	0.958363286052536
12.5	9.5	1.25463559985813
13	9.5	1.60554141463228
13.5	9.5	2.01337492277296
14	9.5	2.47950785174952
14.5	9.5	3.00441991603604
15	9.5	3.58775992647691
15.5	9.5	4.22842829774599
16	9.5	4.92467263618459
16.5	9.5	5.67418940098926
17	9.5	6.47422606488326
0.5	10	0
1	10	0
1.5	10	0
2	10	0
2.5	10	0
3	10	0
3.5	10	0
4	10	0
4.5	10	0
5	10	0
5.5	10	0
6	10	0
6.5	10	0
7	10	0
7.5	10	2.46306180857699E-03
8	10	4.68059237777419E-03
8.5	10	8.89459815039515E-03
9	10	1.69025349510642E-02
9.5	10	3.21201343715852E-02
10	10	6.10383611118482E-02
10.5	10	0.115992090323143
11	10	0.2204214656563
11.5	10	0.418870134909341
12	10	0.79598504345557
12.5	10	1.05333196357483
13	10	1.36127949062816
13.5	10	1.72257063829309
14	10	2.13909670833623
14.5	10	2.61190080235427
15	10	3.14121452121919
15.5	10	3.7265195384905
16	10	4.36662614557259
16.5	10	5.05976178252006
17	10	5.80366373361081
0.5	10.5	0
1	10.5	0
1.5	10.5	0
2	10.5	0
2.5	10.5	0
3	10.5	0
3.5	10.5	0
4	10.5	0
4.5	10.5	0
5	10.5	0
5.5	10.5	0
6	10.5	0
6.5	10.5	0
7	10.5	0
7.5	10.5	1.91410782424193E-03
8	10.5	3.53216962483806E-03
8.5	10.5	6.5180352436884E-03
9	10.5	1.20279567377549E-02
9.5	10.5	0.022195606172181
10	10.5	4.09583226886891E-02
10.5	10.5	7.55818149077361E-02
11	10.5	0.139473747208033
11.5	10.5	0.257375748174305
12	10.5	0.474944404049593
12.5	10.5	0.876431398599595
13	10.5	1.14445175532596
13.5	10.5	1.46202631263676
14	10.5	1.83149768090685
14.5	10.5	2.2544186779581
15	10.5	2.73156488973563
15.5	10.5	3.2629746740215
16	10.5	3.84800939923125
16.5	10.5	4.48542719892556
17	10.5	5.17346437478738
0.5	11	0
1	11	0
1.5	11	0
2	11	0
2.5	11	0
3	11	0
3.5	11	0
4	11	0
4.5	11	0
5	11	0
5.5	11	0
6	11	0
6.5	11	0
7	11	0
7.5	11	1.47156352999618E-03
8	11	2.65091966677336E-03
8.5	11	4.77544797519142E-03
9	11	8.60263841624346E-03
9.5	11	0.015497056633239
10	11	2.79168730189042E-02
10.5	11	5.02903110957228E-02
11	11	9.05945085035835E-02
11.5	11	0.163199725596923
12	11	0.293992990026074
12.5	11	0.529607987196888
13	11	0.954052067968911
13.5	11	1.23100297011653
14	11	1.55630011261258
14.5	11	1.93194303889946
15	11	2.3592021262852
15.5	11	2.83863708095273
16	11	3.37013816931586
16.5	11	3.95298397386325
17	11	4.58590996931207
0.5	11.5	0
1	11.5	0
1.5	11.5	0
2	11.5	0
2.5	11.5	0
3	11.5	0
3.5	11.5	0
4	11.5	0
4.5	11.5	0
5	11.5	0
5.5	11.5	0
6	11.5	0
6.5	11.5	0
7	11.5	0
7.5	11.5	1.1156653444711E-03
8	11.5	2.02565084886483E-03
8.5	11.5	3.67786037438674E-03
9	11.5	6.6776843309717E-03
9.5	11.5	1.21242960539361E-02
10	11.5	2.20134027782201E-02
10.5	11.5	3.99684979416873E-02
11	11.5	0.072568554884899
11.5	11.5	0.131758645665539
12	11.5	0.239226766126904
12.5	11.5	0.434350591131679
13	11.5	0.788625951313319
13.5	11.5	1.0282264609634
14	11.5	1.31247592800945
14.5	11.5	1.64375054493792
15	11.5	2.02375755819992
15.5	11.5	2.45353302819835
16	11.5	2.9334639655481
16.5	11.5	3.46332936050397
17	11.5	4.04235477115756
0.5	12	0
1	12	0
1.5	12	0
2	12	0
2.5	12	0
3	12	0
3.5	12	0
4	12	0
4.5	12	0
5	12	0
5.5	12	0
6	12	0
6.5	12	0
7	12	0
7.5	12	0
8	12	2.11458799075138E-03
8.5	12	3.6586713653574E-03
9	12	6.33025261574941E-03
9.5	12	1.09526366753325E-02
10	12	1.89503101098023E-02
10.5	12	3.27879271359809E-02
11	12	5.67298455616467E-02
11.5	12	9.81542799000734E-02
12	12	0.169827056064037
12.5	12	0.293835673805969
13	12	0.508396042433022
13.5	12	0.879629531069923
14	12	1.1063956518358
14.5	12	1.38854305488382
15	12	1.72421540189824
15.5	12	2.10697709247255
16	12	2.53767077365991
16.5	12	3.01654657589903
17	12	3.5433019870395
0.5	12.5	0
1	12.5	0
1.5	12.5	0
2	12.5	0
2.5	12.5	0
3	12.5	0
3.5	12.5	0
4	12.5	0
4.5	12.5	0
5	12.5	0
5.5	12.5	0
6	12.5	0
6.5	12.5	0
7	12.5	0
7.5	12.5	0
8	12.5	1.59458550834832E-03
8.5	12.5	2.72518240803323E-03
9	12.5	4.65739787435193E-03
9.5	12.5	7.9595974552296E-03
10	12.5	1.36031306232589E-02
10.5	12.5	2.32480554191677E-02
11	12.5	3.97314482776916E-02
11.5	12.5	6.79019364751408E-02
12	12.5	0.116045932804892
12.5	12.5	0.198325102635149
13	12.5	0.33894204979482
13.5	12.5	0.579259567208988
14	12.5	0.989967595954131
14.5	12.5	1.23003500775707
15	12.5	1.50467564768474
15.5	12.5	1.81490704509655
16	12.5	2.18178156112051
16.5	12.5	2.61200362598083
17	12.5	3.08849391183578
0.5	13	0
1	13	0
1.5	13	0
2	13	0
2.5	13	0
3	13	0
3.5	13	0
4	13	0
4.5	13	0
5	13	0
5.5	13	0
6	13	0
6.5	13	0
7	13	0
7.5	13	0
8	13	1.18158935847175E-03
8.5	13	2.05108242122373E-03
9	13	3.5604070640025E-03
9.5	13	6.18039447378024E-03
10	13	1.07283451484317E-02
10.5	13	1.86229843600063E-02
11	13	3.23270310261911E-02
11.5	13	5.61154385766754E-02
12	13	9.74089592112987E-02
12.5	13	0.169089034591853
13	13	0.293516139076952
13.5	13	0.509505090655902
14	13	0.884433265648195
14.5	13	1.10445385767824
15	13	1.35725236234682
15.5	13	1.64393898531012
16	13	1.96526598137615
16.5	13	2.32164013309042
17	13	2.71314256054379
0.5	13.5	0
1	13.5	0
1.5	13.5	0
2	13.5	0
2.5	13.5	0
3	13.5	0
3.5	13.5	0
4	13.5	0
4.5	13.5	0
5	13.5	0
5.5	13.5	0
6	13.5	0
6.5	13.5	0
7	13.5	0
7.5	13.5	0
8	13.5	0
8.5	13.5	2.06708419384154E-03
9	13.5	3.45700495286459E-03
9.5	13.5	5.78151740492018E-03
10	13.5	9.66904703902645E-03
10.5	13.5	1.61705767007367E-02
11	13.5	2.70437768871106E-02
11.5	13.5	4.52281870866422E-02
12	13.5	7.56399121203837E-02
12.5	13.5	0.126500677434164
13	13.5	0.211560549750958
13.5	13.5	0.353815229441923
14	13.5	0.591722874290146
14.5	13.5	0.989601155694929
15	13.5	1.22220466038423
15.5	13.5	1.48711460802786
16	13.5	1.78518496841669
16.5	13.5	2.11693571089423
17	13.5	2.48256963285993
0.5	14	0
1	14	0
1.5	14	0
2	14	0
2.5	14	0
3	14	0
3.5	14	0
4	14	0
4.5	14	0
5	14	0
5.5	14	0
6	14	0
6.5	14	0
7	14	0
7.5	14	0
8	14	0
8.5	14	1.39118040432773E-03
9	14	2.38216223651359E-03
9.5	14	4.07905179185848E-03
10	14	6.9846894832047E-03
10.5	14	1.19601048641167E-02
11	14	2.04796660903293E-02
11.5	14	3.50679804179426E-02
12	14	6.00480127541686E-02
12.5	14	0.102822112729363
13	14	0.17606555789635
13.5	14	0.301482627175201
14	14	0.516238244290625
14.5	14	0.883971084388204
15	14	1.09772972721284
15.5	14	1.34231296089561
16	14	1.61867371783618
16.5	14	1.92744049525615
17	14	2.26893117564774
0.5	14.5	0
1	14.5	0
1.5	14.5	0
2	14.5	0
2.5	14.5	0
3	14.5	0
3.5	14.5	0
4	14.5	0
4.5	14.5	0
5	14.5	0
5.5	14.5	0
6	14.5	0
6.5	14.5	0
7	14.5	0
7.5	14.5	0
8	14.5	0
8.5	14.5	0
9	14.5	2.29027140417393E-03
9.5	14.5	3.79540534651099E-03
10	14.5	6.28969200683882E-03
10.5	14.5	1.04231885475048E-02
11	14.5	0.017273160494776
11.5	14.5	2.86248370274096E-02
12	14.5	0.047436674666085
12.5	14.5	7.86113856725642E-02
13	14.5	0.130273675396957
13.5	14.5	0.215887690520063
14	14.5	0.357766024302827
14.5	14.5	0.592884790407056
15	14.5	0.982520280904274
15.5	14.5	1.20796275419264
16	14.5	1.46387474913746
16.5	14.5	1.75099315414952
17	14.5	2.06974943659046
0.5	15	0
1	15	0
1.5	15	0
2	15	0
2.5	15	0
3	15	0
3.5	15	0
4	15	0
4.5	15	0
5	15	0
5.5	15	0
6	15	0
6.5	15	0
7	15	0
7.5	15	0
8	15	0
8.5	15	0
9	15	1.54834726184936E-03
9.5	15	2.62567845041934E-03
10	15	4.45261053180151E-03
10.5	15	7.55071152933573E-03
11	15	1.28044535204781E-02
11.5	15	2.17137192066067E-02
12	15	3.68220011130748E-02
12.5	15	6.24425393489819E-02
13	15	0.105889701876215
13.5	15	0.179567152142357
14	15	0.304508951835656
14.5	15	0.516384542728276
15	15	0.875681960616397
15.5	15	1.08296544953222
16	15	1.31945969821462
16.5	15	1.5860126033762
17	15	1.88317129894691
0.5	15.5	0
1	15.5	0
1.5	15.5	0
2	15.5	0
2.5	15.5	0
3	15.5	0
3.5	15.5	0
4	15.5	0
4.5	15.5	0
5	15.5	0
5.5	15.5	0
6	15.5	0
6.5	15.5	0
7	15.5	0
7.5	15.5	0
8	15.5	0
8.5	15.5	0
9	15.5	1.03296700264774E-03
9.5	15.5	1.74838616669376E-03
10	15.5	2.95929509853717E-03
10.5	15.5	5.00886340046183E-03
11	15.5	8.47793536267735E-03
11.5	15.5	1.43496402810881E-02
12	15.5	2.42880096848957E-02
12.5	15.5	0.041109561138689
13	15.5	6.95814946939267E-02
13.5	15.5	0.117772709553069
14	15.5	0.199340516849836
14.5	15.5	0.337401099191443
15	15.5	0.571080598839569
15.5	15.5	0.966603402159967
16	15.5	1.18454088897386
16.5	15.5	1.43141597810929
17	15.5	1.70789545785261
0.5	16	0
1	16	0
1.5	16	0
2	16	0
2.5	16	0
3	16	0
3.5	16	0
4	16	0
4.5	16	0
5	16	0
5.5	16	0
6	16	0
6.5	16	0
7	16	0
7.5	16	0
8	16	0
8.5	16	0
9	16	0
9.5	16	1.66875986860993E-03
10	16	2.80761124114257E-03
10.5	16	4.72367596420949E-03
11	16	7.94736617658291E-03
11.5	16	1.33710757518618E-02
12	16	2.24962160783309E-02
12.5	16	3.78488423246338E-02
13	16	6.36789253946959E-02
13.5	16	0.107136844626396
14	16	0.18025278230365
14.5	16	0.303266963307617
15	16	0.510232629191217
15.5	16	0.858442782728397
16	16	1.05857272351383
16.5	16	1.28652128745422
17	16	1.54307912859043
0.5	16.5	0
1	16.5	0
1.5	16.5	0
2	16.5	0
2.5	16.5	0
3	16.5	0
3.5	16.5	0
4	16.5	0
4.5	16.5	0
5	16.5	0
5.5	16.5	0
6	16.5	0
6.5	16.5	0
7	16.5	0
7.5	16.5	0
8	16.5	0
8.5	16.5	0
9	16.5	0
9.5	16.5	1.11999610477242E-03
10	16.5	1.88008396957688E-03
10.5	16.5	3.15600716609476E-03
11	16.5	5.29783849743853E-03
11.5	16.5	8.8932284585627E-03
12	16.5	1.49286378689023E-02
12.5	16.5	2.50599913922422E-02
13	16.5	4.20670106739906E-02
13.5	16.5	7.06158816795708E-02
14	16.5	0.118539507930053
14.5	16.5	0.198986610463355
15	16.5	0.334029319297153
15.5	16.5	0.560719064917519
16	16.5	0.941252314088875
16.5	16.5	1.1509447534882
17	16.5	1.38823464098828
